task,metric,model,kind,parameters_billion,score,open_weights,on_displayed_frontier,evidence_type,observation_id,revision,native_artifact_sha256
ArXivHierarchicalClusteringP2P,v_measure,Qwen/Qwen3-Embedding-0.6B,peer,0.596,63.7187,True,False,registry_reported,registry_reported:Qwen/Qwen3-Embedding-0.6B,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-0.6B,peer,0.596,66.31620000000001,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-0.6B,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-v2-0.6B,peer,0.596,65.1293,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-v2-0.6B,,
ArXivHierarchicalClusteringP2P,v_measure,jinaai/jina-embeddings-v5-text-small,peer,0.596,65.7904,True,False,registry_reported,registry_reported:jinaai/jina-embeddings-v5-text-small,,
ArXivHierarchicalClusteringP2P,v_measure,microsoft/harrier-oss-v1-0.6b,peer,0.596,63.3023,True,False,registry_reported,registry_reported:microsoft/harrier-oss-v1-0.6b,,
ArXivHierarchicalClusteringP2P,v_measure,infgrad/Jasper-Token-Compression-600M,peer,0.607,66.1017,True,False,registry_reported,registry_reported:infgrad/Jasper-Token-Compression-600M,,
ArXivHierarchicalClusteringP2P,v_measure,jinaai/jina-embeddings-v5-omni-nano,peer,0.986,65.0163,True,False,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-nano,,
ArXivHierarchicalClusteringP2P,v_measure,BidirLM/BidirLM-1B-Embedding,peer,1.0,65.8565,True,False,registry_reported,registry_reported:BidirLM/BidirLM-1B-Embedding,,
ArXivHierarchicalClusteringP2P,v_measure,izhx/udever-bloom-1b1,peer,1.065,58.469300000000004,True,False,registry_reported,registry_reported:izhx/udever-bloom-1b1,,
ArXivHierarchicalClusteringP2P,v_measure,DeepPavlov/rubert-base-cased,peer,1.28,50.0572,True,False,registry_reported,registry_reported:DeepPavlov/rubert-base-cased,,
ArXivHierarchicalClusteringP2P,v_measure,manu/sentence_croissant_alpha_v0.2,peer,1.28,59.5187,True,False,registry_reported,registry_reported:manu/sentence_croissant_alpha_v0.2,,
ArXivHierarchicalClusteringP2P,v_measure,manu/sentence_croissant_alpha_v0.3,peer,1.28,55.098400000000005,True,False,registry_reported,registry_reported:manu/sentence_croissant_alpha_v0.3,,
ArXivHierarchicalClusteringP2P,v_measure,manu/sentence_croissant_alpha_v0.4,peer,1.28,58.5928,True,False,registry_reported,registry_reported:manu/sentence_croissant_alpha_v0.4,,
ArXivHierarchicalClusteringP2P,v_measure,llm-semantic-router/Vela-1.0-Omni-Mini,mini,1.361475288,62.00989328478093,True,False,exact_text_component_applicability,vela_release_evaluation:llm-semantic-router/Vela-1.0-Omni-Mini,,d3a742fbe0d833b0a72e5104e0381209b7d3da78f948d3439a5da7d986232731
ArXivHierarchicalClusteringP2P,v_measure,NovaSearch/stella_en_1.5B_v5,peer,1.54,64.52339106857525,True,False,registry_reported,registry_reported:NovaSearch/stella_en_1.5B_v5,,
ArXivHierarchicalClusteringP2P,v_measure,Alibaba-NLP/gte-Qwen2-1.5B-instruct,peer,1.543,64.7434,True,False,registry_reported,registry_reported:Alibaba-NLP/gte-Qwen2-1.5B-instruct,,
ArXivHierarchicalClusteringP2P,v_measure,NovaSearch/jasper_en_vision_language_v1,peer,1.565,68.68769999999999,True,False,registry_reported,registry_reported:NovaSearch/jasper_en_vision_language_v1,,
ArXivHierarchicalClusteringP2P,v_measure,jinaai/jina-embeddings-v5-omni-small,peer,1.626,65.7904,True,False,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-small,,
ArXivHierarchicalClusteringP2P,v_measure,BidirLM/BidirLM-1.7B-Embedding,peer,1.721,64.78620000000001,True,False,registry_reported,registry_reported:BidirLM/BidirLM-1.7B-Embedding,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-1.7B,peer,1.721,66.61,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-1.7B,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-v2-1.7B,peer,1.721,64.51050000000001,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-v2-1.7B,,
ArXivHierarchicalClusteringP2P,v_measure,encord-team/ebind-full,peer,1.79,56.456399999999995,True,False,registry_reported,registry_reported:encord-team/ebind-full,,
ArXivHierarchicalClusteringP2P,v_measure,BidirLM/BidirLM-Omni-2.5B-Embedding,peer,2.445,63.9689,True,False,registry_reported,registry_reported:BidirLM/BidirLM-Omni-2.5B-Embedding,,
ArXivHierarchicalClusteringP2P,v_measure,Jaume/gemma-2b-embeddings,peer,2.506,62.902100000000004,True,False,registry_reported,registry_reported:Jaume/gemma-2b-embeddings,,
ArXivHierarchicalClusteringP2P,v_measure,izhx/udever-bloom-3b,peer,3.003,57.972699999999996,True,False,registry_reported,registry_reported:izhx/udever-bloom-3b,,
ArXivHierarchicalClusteringP2P,v_measure,ai-sage/Giga-Embeddings-instruct-3B-0826,peer,3.151,67.2404,True,False,registry_reported,registry_reported:ai-sage/Giga-Embeddings-instruct-3B-0826,,
ArXivHierarchicalClusteringP2P,v_measure,ai-sage/Giga-Embeddings-instruct,peer,3.227,66.4339,True,False,registry_reported,registry_reported:ai-sage/Giga-Embeddings-instruct,,
ArXivHierarchicalClusteringP2P,v_measure,ICT-TIME-and-Querit/BOOM_4B_v1,peer,4.022,64.66,True,False,registry_reported,registry_reported:ICT-TIME-and-Querit/BOOM_4B_v1,,
ArXivHierarchicalClusteringP2P,v_measure,ICT-TIME-and-Querit/ICT-TIME-and-Querit-embedding-v1,peer,4.022,65.00869999999999,True,False,registry_reported,registry_reported:ICT-TIME-and-Querit/ICT-TIME-and-Querit-embedding-v1,,
ArXivHierarchicalClusteringP2P,v_measure,Qwen/Qwen3-Embedding-4B,peer,4.022,64.8172,True,False,registry_reported,registry_reported:Qwen/Qwen3-Embedding-4B,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-4B,peer,4.022,65.6034,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-4B,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-v2-4B,peer,4.022,63.4415,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-v2-4B,,
ArXivHierarchicalClusteringP2P,v_measure,zeroentropy/zembed-1,peer,4.022,58.4845,True,False,registry_reported,registry_reported:zeroentropy/zembed-1,,
ArXivHierarchicalClusteringP2P,v_measure,Haon-Chen/e5-omni-3B,peer,4.703,58.6593,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-3B,,
ArXivHierarchicalClusteringP2P,v_measure,LCO-Embedding/LCO-Embedding-Omni-3B,peer,4.703,58.018,True,False,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-3B,,
ArXivHierarchicalClusteringP2P,v_measure,voyageai/voyage-3-m-exp,peer,6.918,55.9641,False,False,registry_reported,registry_reported:voyageai/voyage-3-m-exp,,
ArXivHierarchicalClusteringP2P,v_measure,bigscience/sgpt-bloom-7b1-msmarco,peer,7.068,52.78699999999999,True,False,registry_reported,registry_reported:bigscience/sgpt-bloom-7b1-msmarco,,
ArXivHierarchicalClusteringP2P,v_measure,Alibaba-NLP/gte-Qwen2-7B-instruct,peer,7.069,68.1929207141039,True,False,registry_reported,registry_reported:Alibaba-NLP/gte-Qwen2-7B-instruct,,
ArXivHierarchicalClusteringP2P,v_measure,Kingsoft-LLM/QZhou-Embedding,peer,7.071,66.157,True,False,registry_reported,registry_reported:Kingsoft-LLM/QZhou-Embedding,,
ArXivHierarchicalClusteringP2P,v_measure,Alibaba-NLP/gte-Qwen1.5-7B-instruct,peer,7.099,67.25999999999999,True,False,registry_reported,registry_reported:Alibaba-NLP/gte-Qwen1.5-7B-instruct,,
ArXivHierarchicalClusteringP2P,v_measure,annamodels/LGAI-Embedding-Preview,peer,7.11,65.5244,True,False,registry_reported,registry_reported:annamodels/LGAI-Embedding-Preview,,
ArXivHierarchicalClusteringP2P,v_measure,GeoGPT-Research-Project/GeoEmbedding,peer,7.111,64.51559999999999,True,False,registry_reported,registry_reported:GeoGPT-Research-Project/GeoEmbedding,,
ArXivHierarchicalClusteringP2P,v_measure,Haon-Chen/speed-embedding-7b-instruct,peer,7.111,60.0154,True,False,registry_reported,registry_reported:Haon-Chen/speed-embedding-7b-instruct,,
ArXivHierarchicalClusteringP2P,v_measure,Linq-AI-Research/Linq-Embed-Mistral,peer,7.111,63.3776,True,False,registry_reported,registry_reported:Linq-AI-Research/Linq-Embed-Mistral,,
ArXivHierarchicalClusteringP2P,v_measure,Salesforce/SFR-Embedding-2_R,peer,7.111,65.3697253315525,True,False,registry_reported,registry_reported:Salesforce/SFR-Embedding-2_R,,
ArXivHierarchicalClusteringP2P,v_measure,Salesforce/SFR-Embedding-Mistral,peer,7.111,65.5027,True,False,registry_reported,registry_reported:Salesforce/SFR-Embedding-Mistral,,
ArXivHierarchicalClusteringP2P,v_measure,intfloat/e5-mistral-7b-instruct,peer,7.111,65.2837349991313,True,False,registry_reported,registry_reported:intfloat/e5-mistral-7b-instruct,,
ArXivHierarchicalClusteringP2P,v_measure,McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-supervised,peer,7.153,56.8412,True,False,registry_reported,registry_reported:McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-supervised,,
ArXivHierarchicalClusteringP2P,v_measure,McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,peer,7.153,58.167500000000004,True,False,registry_reported,registry_reported:McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,,
ArXivHierarchicalClusteringP2P,v_measure,GritLM/GritLM-7B,peer,7.24,59.76004587290107,True,False,registry_reported,registry_reported:GritLM/GritLM-7B,,
ArXivHierarchicalClusteringP2P,v_measure,nvidia/llama-embed-nemotron-8b,peer,7.505,62.8395,True,False,registry_reported,registry_reported:nvidia/llama-embed-nemotron-8b,,
ArXivHierarchicalClusteringP2P,v_measure,Mira190/Euler-Legal-Embedding-V1,peer,7.567,56.9891,True,False,registry_reported,registry_reported:Mira190/Euler-Legal-Embedding-V1,,
ArXivHierarchicalClusteringP2P,v_measure,Octen/Octen-Embedding-8B,peer,7.567,64.7165,True,False,registry_reported,registry_reported:Octen/Octen-Embedding-8B,,
ArXivHierarchicalClusteringP2P,v_measure,Qwen/Qwen3-Embedding-8B,peer,7.567,64.8951,True,False,registry_reported,registry_reported:Qwen/Qwen3-Embedding-8B,,
ArXivHierarchicalClusteringP2P,v_measure,jcorners/ingot-8b-r3,peer,7.567,65.4871,False,False,registry_reported,registry_reported:jcorners/ingot-8b-r3,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-v2-8B,peer,7.568,63.498900000000006,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-v2-8B,,
ArXivHierarchicalClusteringP2P,v_measure,nvidia/NV-Embed-v1,peer,7.85,61.3772,True,False,registry_reported,registry_reported:nvidia/NV-Embed-v1,,
ArXivHierarchicalClusteringP2P,v_measure,nvidia/NV-Embed-v2,peer,7.85,60.27869999999999,True,False,registry_reported,registry_reported:nvidia/NV-Embed-v2,,
ArXivHierarchicalClusteringP2P,v_measure,Haon-Chen/e5-omni-7B,peer,8.932,57.7803,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-7B,,
ArXivHierarchicalClusteringP2P,v_measure,LCO-Embedding/LCO-Embedding-Omni-7B,peer,8.932,58.0494,True,False,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-7B,,
ArXivHierarchicalClusteringP2P,v_measure,Tevatron/OmniEmbed-v0.1,peer,8.932,58.302699999999994,True,False,registry_reported,registry_reported:Tevatron/OmniEmbed-v0.1,,
ArXivHierarchicalClusteringP2P,v_measure,ai-sage/Giga-Embeddings-instruct-10B-A1.8B-0826,peer,10.476,67.3502,True,False,registry_reported,registry_reported:ai-sage/Giga-Embeddings-instruct-10B-A1.8B-0826,,
ArXivHierarchicalClusteringP2P,v_measure,tencent/KaLM-Embedding-Gemma3-12B-2511,peer,11.766,63.972899999999996,True,False,registry_reported,registry_reported:tencent/KaLM-Embedding-Gemma3-12B-2511,,
ArXivHierarchicalClusteringP2P,v_measure,codefuse-ai/F2LLM-v2-14B,peer,13.99,62.3108,True,False,registry_reported,registry_reported:codefuse-ai/F2LLM-v2-14B,,
ArXivHierarchicalClusteringP2P,v_measure,microsoft/harrier-oss-v1-27b,peer,27.009,63.3549,True,False,registry_reported,registry_reported:microsoft/harrier-oss-v1-27b,,
ArXivHierarchicalClusteringP2P,v_measure,GritLM/GritLM-8x7B,peer,57.92,59.86256139428866,True,False,registry_reported,registry_reported:GritLM/GritLM-8x7B,,
NMSQAPairClassification,max_ap,google/yamnet,peer,0.004,58.2803,True,True,registry_reported,registry_reported:google/yamnet,,
NMSQAPairClassification,max_ap,asapp/sew-d-tiny-100k-ft-ls100h,peer,0.02,48.214600000000004,True,False,registry_reported,registry_reported:asapp/sew-d-tiny-100k-ft-ls100h,,
NMSQAPairClassification,max_ap,matthewagi/HeAR-s1.1,peer,0.022,53.4887,True,False,registry_reported,registry_reported:matthewagi/HeAR-s1.1,,
NMSQAPairClassification,max_ap,facebook/encodec_24khz,peer,0.023,47.5383,True,False,registry_reported,registry_reported:facebook/encodec_24khz,,
NMSQAPairClassification,max_ap,openai/whisper-tiny,peer,0.039,45.0565,True,False,registry_reported,registry_reported:openai/whisper-tiny,,
NMSQAPairClassification,max_ap,google/vggish,peer,0.072,47.7822,True,False,registry_reported,registry_reported:google/vggish,,
NMSQAPairClassification,max_ap,openai/whisper-base,peer,0.074,46.9942,True,False,registry_reported,registry_reported:openai/whisper-base,,
NMSQAPairClassification,max_ap,speechbrain/cnn14-esc50,peer,0.081,53.0214,True,False,registry_reported,registry_reported:speechbrain/cnn14-esc50,,
NMSQAPairClassification,max_ap,MIT/ast-finetuned-audioset-10-10-0.4593,peer,0.087,47.5602,True,False,registry_reported,registry_reported:MIT/ast-finetuned-audioset-10-10-0.4593,,
NMSQAPairClassification,max_ap,facebook/data2vec-audio-base-960h,peer,0.093,50.3471,True,False,registry_reported,registry_reported:facebook/data2vec-audio-base-960h,,
NMSQAPairClassification,max_ap,microsoft/unispeech-sat-base-100h-libri-ft,peer,0.094,51.8344,True,False,registry_reported,registry_reported:microsoft/unispeech-sat-base-100h-libri-ft,,
NMSQAPairClassification,max_ap,asapp/sew-d-base-plus-400k-ft-ls100h,peer,0.095,49.4138,True,False,registry_reported,registry_reported:asapp/sew-d-base-plus-400k-ft-ls100h,,
NMSQAPairClassification,max_ap,facebook/hubert-base-ls960,peer,0.095,48.4268,True,False,registry_reported,registry_reported:facebook/hubert-base-ls960,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-base,peer,0.095,46.995599999999996,True,False,registry_reported,registry_reported:facebook/wav2vec2-base,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-base-960h,peer,0.095,51.92,True,False,registry_reported,registry_reported:facebook/wav2vec2-base-960h,,
NMSQAPairClassification,max_ap,microsoft/wavlm-base,peer,0.095,52.9964,True,False,registry_reported,registry_reported:microsoft/wavlm-base,,
NMSQAPairClassification,max_ap,microsoft/wavlm-base-plus,peer,0.095,48.4168,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus,,
NMSQAPairClassification,max_ap,microsoft/wavlm-base-plus-sd,peer,0.095,48.4168,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus-sd,,
NMSQAPairClassification,max_ap,microsoft/wavlm-base-plus-sv,peer,0.095,48.4168,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus-sv,,
NMSQAPairClassification,max_ap,microsoft/wavlm-base-sd,peer,0.095,52.9964,True,False,registry_reported,registry_reported:microsoft/wavlm-base-sd,,
NMSQAPairClassification,max_ap,microsoft/wavlm-base-sv,peer,0.095,52.9964,True,False,registry_reported,registry_reported:microsoft/wavlm-base-sv,,
NMSQAPairClassification,max_ap,asapp/sew-d-mid-400k-ft-ls100h,peer,0.139,48.4208,True,False,registry_reported,registry_reported:asapp/sew-d-mid-400k-ft-ls100h,,
NMSQAPairClassification,max_ap,llm-semantic-router/Vela-1.0-Omni-Nano,nano,0.163771288,62.89933955933497,True,True,measured_release_evaluation,,,474ad3d52f6ee7f818a3dbb6112e3d66c2423542d08228e7996a8cd600bd99a2
NMSQAPairClassification,max_ap,laion/clap-htsat-unfused,peer,0.153,46.9791,True,False,registry_reported,registry_reported:laion/clap-htsat-unfused,,
NMSQAPairClassification,max_ap,laion/clap-htsat-fused,peer,0.154,47.8507,True,False,registry_reported,registry_reported:laion/clap-htsat-fused,,
NMSQAPairClassification,max_ap,microsoft/msclap-2023,peer,0.16,51.0934,True,False,registry_reported,registry_reported:microsoft/msclap-2023,,
NMSQAPairClassification,max_ap,lyrebird/wav2clip,peer,0.163,49.472500000000004,True,False,registry_reported,registry_reported:lyrebird/wav2clip,,
NMSQAPairClassification,max_ap,laion/larger_clap_general,peer,0.194,47.4208,True,False,registry_reported,registry_reported:laion/larger_clap_general,,
NMSQAPairClassification,max_ap,laion/larger_clap_music,peer,0.194,44.058,True,False,registry_reported,registry_reported:laion/larger_clap_music,,
NMSQAPairClassification,max_ap,laion/larger_clap_music_and_speech,peer,0.194,46.1364,True,False,registry_reported,registry_reported:laion/larger_clap_music_and_speech,,
NMSQAPairClassification,max_ap,microsoft/msclap-2022,peer,0.196,50.0859,True,False,registry_reported,registry_reported:microsoft/msclap-2022,,
NMSQAPairClassification,max_ap,openai/whisper-small,peer,0.244,46.8116,True,False,registry_reported,registry_reported:openai/whisper-small,,
NMSQAPairClassification,max_ap,microsoft/speecht5_multimodal,peer,0.298,66.2751,True,True,registry_reported,registry_reported:microsoft/speecht5_multimodal,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-xls-r-300m,peer,0.3,49.3155,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-300m,,
NMSQAPairClassification,max_ap,vitouphy/wav2vec2-xls-r-300m-phoneme,peer,0.3,47.084900000000005,True,False,registry_reported,registry_reported:vitouphy/wav2vec2-xls-r-300m-phoneme,,
NMSQAPairClassification,max_ap,facebook/data2vec-audio-large-960h,peer,0.313,52.3806,True,False,registry_reported,registry_reported:facebook/data2vec-audio-large-960h,,
NMSQAPairClassification,max_ap,facebook/hubert-large-ls960-ft,peer,0.317,49.9955,True,False,registry_reported,registry_reported:facebook/hubert-large-ls960-ft,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-large,peer,0.317,54.156099999999995,True,False,registry_reported,registry_reported:facebook/wav2vec2-large,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-large-xlsr-53,peer,0.317,53.784600000000005,True,False,registry_reported,registry_reported:facebook/wav2vec2-large-xlsr-53,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-lv-60-espeak-cv-ft,peer,0.317,52.7305,True,False,registry_reported,registry_reported:facebook/wav2vec2-lv-60-espeak-cv-ft,,
NMSQAPairClassification,max_ap,microsoft/wavlm-large,peer,0.317,48.9843,True,False,registry_reported,registry_reported:microsoft/wavlm-large,,
NMSQAPairClassification,max_ap,OpenMuQ/MuQ-MuLan-large,peer,0.63,46.1921,True,False,registry_reported,registry_reported:OpenMuQ/MuQ-MuLan-large,,
NMSQAPairClassification,max_ap,openai/whisper-medium,peer,0.769,46.454699999999995,True,False,registry_reported,registry_reported:openai/whisper-medium,,
NMSQAPairClassification,max_ap,jinaai/jina-embeddings-v5-omni-nano,peer,0.986,93.92026751895308,True,True,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-nano,,
NMSQAPairClassification,max_ap,facebook/mms-1b-all,peer,1.0,53.9002,True,False,registry_reported,registry_reported:facebook/mms-1b-all,,
NMSQAPairClassification,max_ap,facebook/mms-1b-fl102,peer,1.0,52.0583,True,False,registry_reported,registry_reported:facebook/mms-1b-fl102,,
NMSQAPairClassification,max_ap,facebook/mms-1b-l1107,peer,1.0,50.069399999999995,True,False,registry_reported,registry_reported:facebook/mms-1b-l1107,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-xls-r-1b,peer,1.0,49.3205,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-1b,,
NMSQAPairClassification,max_ap,speechbrain/m-ctc-t-large,peer,1.059,58.9789,True,False,registry_reported,registry_reported:speechbrain/m-ctc-t-large,,
NMSQAPairClassification,max_ap,LanguageBind/LanguageBind_Omni,peer,1.2,50.053000000000004,True,False,registry_reported,registry_reported:LanguageBind/LanguageBind_Omni,,
NMSQAPairClassification,max_ap,llm-semantic-router/Vela-1.0-Omni-Mini,mini,1.361475288,88.19599834012242,True,False,measured_release_evaluation,,,d3a742fbe0d833b0a72e5104e0381209b7d3da78f948d3439a5da7d986232731
NMSQAPairClassification,max_ap,openai/whisper-large-v3,peer,1.55,48.4145,True,False,registry_reported,registry_reported:openai/whisper-large-v3,,
NMSQAPairClassification,max_ap,jinaai/jina-embeddings-v5-omni-small,peer,1.626,93.38365214450435,True,False,registry_reported,registry_reported:jinaai/jina-embeddings-v5-omni-small,,
NMSQAPairClassification,max_ap,encord-team/ebind-full,peer,1.79,46.0069,True,False,registry_reported,registry_reported:encord-team/ebind-full,,
NMSQAPairClassification,max_ap,facebook/wav2vec2-xls-r-2b,peer,2.0,48.6125,True,False,registry_reported,registry_reported:facebook/wav2vec2-xls-r-2b,,
NMSQAPairClassification,max_ap,facebook/seamless-m4t-v2-large,peer,2.3,49.1255,True,False,registry_reported,registry_reported:facebook/seamless-m4t-v2-large,,
NMSQAPairClassification,max_ap,BidirLM/BidirLM-Omni-2.5B-Embedding,peer,2.445,95.9874,True,True,registry_reported,registry_reported:BidirLM/BidirLM-Omni-2.5B-Embedding,,
NMSQAPairClassification,max_ap,EximiusLabs/fusion-embedding-2-2b-preview,peer,2.8,79.35940000000001,True,False,registry_reported,registry_reported:EximiusLabs/fusion-embedding-2-2b-preview,,
NMSQAPairClassification,max_ap,Haon-Chen/e5-omni-3B,peer,4.703,72.8942,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-3B,,
NMSQAPairClassification,max_ap,LCO-Embedding/LCO-Embedding-Omni-3B,peer,4.703,96.9203,True,True,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-3B,,
NMSQAPairClassification,max_ap,Qwen/Qwen2.5-Omni-3B,peer,5.537,51.359,True,False,registry_reported,registry_reported:Qwen/Qwen2.5-Omni-3B,,
NMSQAPairClassification,max_ap,Qwen/Qwen2-Audio-7B,peer,7.0,48.8547,True,False,registry_reported,registry_reported:Qwen/Qwen2-Audio-7B,,
NMSQAPairClassification,max_ap,Haon-Chen/e5-omni-7B,peer,8.932,89.0584,True,False,registry_reported,registry_reported:Haon-Chen/e5-omni-7B,,
NMSQAPairClassification,max_ap,LCO-Embedding/LCO-Embedding-Omni-7B,peer,8.932,97.6016,True,True,registry_reported,registry_reported:LCO-Embedding/LCO-Embedding-Omni-7B,,
NMSQAPairClassification,max_ap,Tevatron/OmniEmbed-v0.1,peer,8.932,65.0421,True,False,registry_reported,registry_reported:Tevatron/OmniEmbed-v0.1,,
NMSQAPairClassification,max_ap,Qwen/Qwen2.5-Omni-7B,peer,10.732,55.7551,True,False,registry_reported,registry_reported:Qwen/Qwen2.5-Omni-7B,,
NMSQAPairClassification,max_ap,Qwen/Qwen3-Omni-30B-A3B-Thinking,peer,31.719,48.7676,True,False,registry_reported,registry_reported:Qwen/Qwen3-Omni-30B-A3B-Thinking,,
NMSQAPairClassification,max_ap,Qwen/Qwen3-Omni-30B-A3B-Instruct,peer,35.26,58.1434,True,False,registry_reported,registry_reported:Qwen/Qwen3-Omni-30B-A3B-Instruct,,
SIBFLEURS,accuracy,google/yamnet,peer,0.004,13.906064705882354,True,True,registry_reported,registry_reported:google/yamnet,,
SIBFLEURS,accuracy,asapp/sew-d-tiny-100k-ft-ls100h,peer,0.02,14.000233333333334,True,True,registry_reported,registry_reported:asapp/sew-d-tiny-100k-ft-ls100h,,
SIBFLEURS,accuracy,matthewagi/HeAR-s1.1,peer,0.022,27.89854901960784,True,True,registry_reported,registry_reported:matthewagi/HeAR-s1.1,,
SIBFLEURS,accuracy,facebook/encodec_24khz,peer,0.023,14.640004901960785,True,False,registry_reported,registry_reported:facebook/encodec_24khz,,
SIBFLEURS,accuracy,openai/whisper-tiny,peer,0.039,15.773074509803923,True,False,registry_reported,registry_reported:openai/whisper-tiny,,
SIBFLEURS,accuracy,google/vggish,peer,0.072,14.067267647058824,True,False,registry_reported,registry_reported:google/vggish,,
SIBFLEURS,accuracy,openai/whisper-base,peer,0.074,16.36518823529412,True,False,registry_reported,registry_reported:openai/whisper-base,,
SIBFLEURS,accuracy,speechbrain/cnn14-esc50,peer,0.081,17.489732352941175,True,False,registry_reported,registry_reported:speechbrain/cnn14-esc50,,
SIBFLEURS,accuracy,MIT/ast-finetuned-audioset-10-10-0.4593,peer,0.087,14.204839215686274,True,False,registry_reported,registry_reported:MIT/ast-finetuned-audioset-10-10-0.4593,,
SIBFLEURS,accuracy,facebook/data2vec-audio-base-960h,peer,0.093,16.025339215686277,True,False,registry_reported,registry_reported:facebook/data2vec-audio-base-960h,,
SIBFLEURS,accuracy,microsoft/unispeech-sat-base-100h-libri-ft,peer,0.094,12.490892156862746,True,False,registry_reported,registry_reported:microsoft/unispeech-sat-base-100h-libri-ft,,
SIBFLEURS,accuracy,asapp/sew-d-base-plus-400k-ft-ls100h,peer,0.095,13.702239215686273,True,False,registry_reported,registry_reported:asapp/sew-d-base-plus-400k-ft-ls100h,,
SIBFLEURS,accuracy,facebook/hubert-base-ls960,peer,0.095,13.11168431372549,True,False,registry_reported,registry_reported:facebook/hubert-base-ls960,,
SIBFLEURS,accuracy,facebook/wav2vec2-base,peer,0.095,13.128345098039215,True,False,registry_reported,registry_reported:facebook/wav2vec2-base,,
SIBFLEURS,accuracy,facebook/wav2vec2-base-960h,peer,0.095,12.482754901960783,True,False,registry_reported,registry_reported:facebook/wav2vec2-base-960h,,
SIBFLEURS,accuracy,microsoft/wavlm-base,peer,0.095,13.31318431372549,True,False,registry_reported,registry_reported:microsoft/wavlm-base,,
SIBFLEURS,accuracy,microsoft/wavlm-base-plus,peer,0.095,11.857322549019608,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus,,
SIBFLEURS,accuracy,microsoft/wavlm-base-plus-sd,peer,0.095,11.857322549019608,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus-sd,,
SIBFLEURS,accuracy,microsoft/wavlm-base-plus-sv,peer,0.095,11.857322549019608,True,False,registry_reported,registry_reported:microsoft/wavlm-base-plus-sv,,
SIBFLEURS,accuracy,microsoft/wavlm-base-sd,peer,0.095,13.31318431372549,True,False,registry_reported,registry_reported:microsoft/wavlm-base-sd,,
SIBFLEURS,accuracy,microsoft/wavlm-base-sv,peer,0.095,13.31318431372549,True,False,registry_reported,registry_reported:microsoft/wavlm-base-sv,,
SIBFLEURS,accuracy,asapp/sew-d-mid-400k-ft-ls100h,peer,0.139,12.634273529411763,True,False,registry_reported,registry_reported:asapp/sew-d-mid-400k-ft-ls100h,,
SIBFLEURS,accuracy,llm-semantic-router/Vela-1.0-Omni-Nano,nano,0.163771288,18.072541269472218,True,False,measured_release_evaluation,,,474ad3d52f6ee7f818a3dbb6112e3d66c2423542d08228e7996a8cd600bd99a2
SIBFLEURS,accuracy,laion/clap-htsat-unfused,peer,0.153,8.674730392156862,True,False,registry_reported,registry_reported:laion/clap-htsat-unfused,,
SIBFLEURS,accuracy,laion/clap-htsat-fused,peer,0.154,9.069597058823529,True,False,registry_reported,registry_reported:laion/clap-htsat-fused,,
